"","iid","tr","ID_tr.x","begin.x","end.x","duration.x","belief_cost.x","kwh_led.x","kwh_cfl.x","yuan.x","belief_carbon.x","relative_1.x","relative_2.x","q1.x","q2.x","q3.x","q4.x","q5.x","q6.x","q7.x","q8.x","q9.x","q10.x","q11.x","q12.x","q13.x","q14.x","q15.x","r2_q1","r2_q2","r2_q3","r2_q4","r2_q5","r2_q6","r2_q7","r2_q8","r2_q9","r2_q10","r2_q11","r2_q12","r2_q13","r2_q14","r2_q15","income.x","home.x","own_bulb.x","w_price.x","w_life.x","w_energy.x","w_carbon.x","w_light.x","w_hg.x","cc_belief.x","cc_support_1.x","cc_support_2.x","cc_support_3.x","cc_support_4.x","cc_support_5.x","cc_support_6.x","cc_action_1.x","cc_action_2.x","cc_action_3.x","cc_action_4.x","ideal.x","purpose.x","purpose_other.x","self_monitor_1","self_monitor_2","self_monitor_3","self_monitor_4","self_monitor_5","self_monitor_6","country","prov","city","gender","age","degree","switch_1","switch_2","ID_tr.y","begin.y","end.y","duration.y","地理位置国家和地区","地理位置省","地理位置市","belief_cost.y","kwh_led.y","kwh_cfl.y","yuan.y","belief_carbon.y","relative_1.y","relative_2.y","q1.y","q2.y","q3.y","q4.y","q5.y","q6.y","q7.y","q8.y","q9.y","q10.y","q11.y","q12.y","q13.y","q14.y","q15.y","income.y","home.y","own_bulb.y","w_price.y","w_life.y","w_energy.y","w_carbon.y","w_light.y","w_hg.y","cc_belief.y","cc_support_1.y","cc_support_2.y","cc_support_3.y","cc_support_4.y","cc_support_5.y","cc_support_6.y","cc_action_1.y","cc_action_2.y","cc_action_3.y","cc_action_4.y","ideal.y","purpose.y","purpose_other.y","switch_1_new"
"798","o34xe05QrUmFrekCMDAzHl2qw2QQ","E",52,"2021/1/7 17:17","2021/1/7 17:22",336,2,60,85,50,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,1,2,2,1,1,3,2,2,2,2,2,4,2,3,1,1,4,1,"",2,2,3,2,2,2,"中国","湖北省","武汉市","A.男",22,"D.大学本科",62,62,1286,"2021/2/5 18:11","2021/2/5 18:27",965,"中国","湖北省","黄冈市",2,85,95,15,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,1,1,2,2,1,1,1,1,1,2,2,2,2,2,4,1,1,1,2,3,1,"",62
"799","o34xe05QzFH4KznxaiceueYBLUM0","M",329,"2021/1/7 17:33","2021/1/7 18:30",3408,2,20,25,5,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,1,1,3,2,2,2,1,1,1,1,1,1,1,3,3,2,2,2,3,6,2,"",3,3,2,3,2,2,"中国","辽宁省","","B.女",41,"D.大学本科",50,62,1410,"2021/2/5 18:57","2021/2/5 19:00",217,"中国","辽宁省","",2,10,15,5,3,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6,1,1,3,2,2,2,1,2,1,2,2,2,2,3,3,2,2,2,3,4,2,"",58
"800","o34xe05QZPR07Ha8WoAtO6ouQohg","C",175,"2021/1/7 17:26","2021/1/7 17:30",275,1,20,15,30,1,3,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,2,1,1,3,1,1,2,1,2,1,1,1,2,1,4,9,"",1,2,1,1,2,1,"中国","上海市","上海市","B.女",32,"C.大学专科",62,62,580,"2021/2/5 17:17","2021/2/5 17:20",172,"中国","上海市","上海市",1,200,400,200,1,4,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,12000,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,4,6,"",62
"801","o34xe05rGIQ2oVtMAZYR72PYsFGA","E",48,"2021/1/7 17:18","2021/1/7 17:22",271,2,24,20,22,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,3,4,4,"",1,3,2,2,1,1,"中国","广西壮族自治区","桂林市","A.男",45,"C.大学专科",2,62,1027,"2021/2/5 17:43","2021/2/5 17:45",100,"中国","广西壮族自治区","桂林市",3,100,200,250,2,NA,4,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1000,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,5,"",34
"802","o34xe05rhXymVVqFhPr8s11es4c8","C",411,"2021/1/7 20:42","2021/1/7 20:44",128,2,50,600,100,2,NA,2,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,8,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,9,"",2,2,2,2,2,2,"中国","广东省","","B.女",31,"E.硕士及以上",30,42,833,"2021/2/5 17:30","2021/2/5 17:32",79,"中国","广东省","",3,100,100,50,1,3,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,9,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,5,10,"",6
"803","o34xe05RQm1-mKZRbN8cQkuOpqIY","M",229,"2021/1/7 17:35","2021/1/7 17:42",446,2,200,200,10,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,2,1,2,2,2,2,3,2,2,2,2,3,1,1,1,2,4,8,"",2,2,2,2,2,2,"中国","浙江省","","B.女",32,"D.大学本科",62,62,2100,"2021/2/8 6:46","2021/2/8 6:53",396,"中国","浙江省","",1,100,150,100,2,NA,4,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,1,1,2,1,1,2,1,2,2,2,2,3,1,1,1,2,4,8,"",58
"804","o34xe05RRO10mc5Klncmlio00FYk","E",317,"2021/1/7 18:01","2021/1/7 18:12",659,2,60,70,20,2,NA,9,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,2,2,1,1,1,1,2,3,1,1,1,1,1,1,2,4,9,"",2,3,2,2,2,2,"中国","内蒙古自治区","","A.男",30,"C.大学专科",58,58,2112,"2021/2/8 12:38","2021/2/8 12:44",369,"中国","内蒙古自治区","包头市",2,60,70,70,2,NA,8,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.7,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,5,8,"",62
"806","o34xe05smdi0pi1BTHHBSmm25Ooc","C",38,"2021/1/7 17:17","2021/1/7 17:21",237,2,300,600,180,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,30,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,7,1,"",1,1,1,1,1,1,"中国","江西省","","A.男",32,"C.大学专科",62,62,2047,"2021/2/7 18:05","2021/2/7 18:10",321,"中国","江西省","",2,846,900,60,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,5,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,5,7,"",62
"807","o34xe05sVuDqQGziEpj-gdsXwKAw","C",315,"2021/1/7 18:03","2021/1/7 18:09",373,2,6,6,3,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,8,"",2,3,2,2,2,1,"中国","安徽省","","A.男",28,"D.大学本科",62,62,1229,"2021/2/5 18:10","2021/2/5 18:13",171,"中国","安徽省","合肥市",2,20,30,100,2,NA,5,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1e+05,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,3,"",46
"808","o34xe05t9yvzF7eFgO1f7KIko4yc","C",282,"2021/1/7 17:51","2021/1/7 17:58",420,1,50,75,56,2,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,50,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,3,1,3,4,11,"了解人们在购买使用灯泡时是否有节能环保的意识",1,3,2,2,1,3,"中国","辽宁省","辽阳市","A.男",30,"E.硕士及以上",2,2,1234,"2021/2/5 18:07","2021/2/5 18:13",400,"中国","山东省","青岛市",2,136,152,186,1,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,3,4,9,"",2
"810","o34xe05tikeO7O_X7N1lrCL_sm_c","M",403,"2021/1/7 20:37","2021/1/7 20:44",451,3,140,100,200,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,3,3,1,1,1,2,2,4,2,2,2,2,1,1,1,1,1,2,3,8,"",2,2,2,2,2,2,"中国","重庆市","重庆市","B.女",32,"B.高中/中专/技校",34,62,1790,"2021/2/6 17:14","2021/2/6 17:20",357,"中国","重庆市","重庆市",2,400,300,500,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,30000,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,"",62
"812","o34xe05Tqa10ILdrRKQ2MSJ7pEkw","E",108,"2021/1/7 17:18","2021/1/7 17:25",432,2,87.6,90,3,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,1,4,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,3,4,1,"",1,3,2,1,3,2,"中国","河南省","郑州市","B.女",42,"C.大学专科",34,38,1699,"2021/2/5 23:22","2021/2/5 23:27",271,"中国","河南省","",2,80,85,10,2,NA,9,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,6,1,1,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,4,3,"",26
"813","o34xe05u-02tGqeEamtZrxKt0cLs","C",81,"2021/1/7 17:20","2021/1/7 17:23",227,2,10,30,10,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,1,1,3,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,4,5,"",2,3,2,2,1,2,"中国","山西省","晋中市","B.女",44,"D.大学本科",62,62,1517,"2021/2/5 19:50","2021/2/5 19:53",175,"中国","山西省","",2,50,100,20,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,2,2,1,2,2,3,2,2,2,2,2,2,3,2,1,1,2,1,3,5,"",62
"814","o34xe05ukqOrSShm_XoEjFgxFH3c","M",380,"2021/1/7 19:38","2021/1/7 19:47",556,3,80,705,5,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,1,1,2,1,1,1,1,1,1,1,2,3,1,1,1,3,5,9,"",3,4,1,2,3,1,"中国","内蒙古自治区","","B.女",44,"D.大学本科",62,62,1173,"2021/2/5 17:57","2021/2/5 18:02",304,"中国","内蒙古自治区","",3,60,60,5,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,3,5,3,"",62
"815","o34xe05uQwhHYffuvJF20uyrtkAk","C",10,"2021/1/7 17:16","2021/1/7 17:18",95,1,2,1,1,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,4,"",1,1,1,1,1,1,"中国","山西省","阳泉市","B.女",53,"C.大学专科",62,62,521,"2021/2/5 17:17","2021/2/5 17:18",81,"中国","山西省","阳泉市",1,100,50,500,1,4,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,"",62
"816","o34xe05urNYRfa7ZHDrGhx_boIJY","C",39,"2021/1/7 17:16","2021/1/7 17:21",279,3,100,150,50,2,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,5,"",1,1,1,1,1,1,"中国","北京市","北京市","B.女",29,"D.大学本科",2,2,575,"2021/2/5 17:10","2021/2/5 17:20",566,"中国","北京市","北京市",2,88,60,25,1,3,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,6000,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,9,"",2
"817","o34xe05Vfp-zT21so4iUgERVNdD0","E",93,"2021/1/7 17:17","2021/1/7 17:24",433,2,60,120,200,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,1,1,3,3,1,1,2,2,3,2,4,4,1,2,2,3,4,6,"",3,3,1,1,1,1,"中国","四川省","","B.女",46,"B.高中/中专/技校",62,62,117,"2021/2/5 17:09","2021/2/5 17:11",177,"中国","四川省","成都市",2,200,300,300,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,30000,1,1,2,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,4,1,"",34
"818","o34xe05VmWmnZnGkpbWpVzVXUEms","C",200,"2021/1/7 17:24","2021/1/7 17:34",603,3,88,100,10,2,NA,1,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,4,7,"",2,2,2,2,2,2,"中国","江苏省","南京市","A.男",39,"E.硕士及以上",58,58,1071,"2021/2/5 17:42","2021/2/5 17:49",434,"中国","江苏省","",3,87.6,45,30,2,NA,1,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1500000,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,"",58
"819","o34xe05VzdxOAvCqSH-uyuMjLWeg","E",301,"2021/1/7 18:01","2021/1/7 18:04",198,3,200,180,100,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,"",2,2,2,2,2,2,"中国","北京市","北京市","B.女",36,"A.初中及以下",34,2,1139,"2021/2/5 17:56","2021/2/5 17:58",130,"中国","贵州省","",1,360,360,500,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,"",2
"821","o34xe05W3iaZ7iUpwYntFP1IGPcI","M",291,"2021/1/7 17:50","2021/1/7 18:03",797,3,100,110,60,2,NA,3,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,10,1,4,2,2,3,3,1,1,2,2,2,2,2,3,4,2,2,2,3,4,8,"",2,3,1,2,1,2,"中国","广西壮族自治区","","A.男",30,"B.高中/中专/技校",34,38,1649,"2021/2/5 21:50","2021/2/5 22:00",549,"中国","贵州省","",2,80,100,20,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,10,1,4,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,"",34
"822","o34xe05xa8UMxlP0N2LGrdiYjJVY","M",219,"2021/1/7 17:35","2021/1/7 17:40",289,2,365,700,500,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,2,1,2,1,1,1,1,1,1,2,4,4,1,1,1,4,4,11,"",4,4,1,2,2,2,"中国","山东省","青岛市","B.女",35,"C.大学专科",62,62,854,"2021/2/5 17:29","2021/2/5 17:33",237,"中国","山东省","",2,50,50,500,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,3,2,3,3,2,1,1,2,3,2,2,3,3,1,1,1,3,4,9,"",62
"823","o34xe05XeQjYXkuXpSywjcsToZNU","M",232,"2021/1/7 17:24","2021/1/7 17:43",1155,1,14,30,8,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,11,"了解人们对全球变暖了解的程度",2,2,1,1,1,3,"中国","山东省","","A.男",43,"A.初中及以下",62,62,1359,"2021/2/5 18:06","2021/2/5 18:47",2466,"中国","山东省","",2,15,60,25,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,11,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,8,"",62
"824","o34xe05xmalugQ9m63sZ4lzsj_CI","M",261,"2021/1/7 17:43","2021/1/7 17:53",546,2,150,200,200,2,NA,5,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6.5,1,1,2,1,1,2,1,1,1,1,1,1,2,2,3,1,3,1,2,3,11,"测试人们对减排环保的支持力度。",2,3,2,1,2,2,"中国","江苏省","","B.女",36,"D.大学本科",50,50,196,"2021/2/5 17:10","2021/2/5 17:13",172,"中国","江苏省","",2,1300,1000,300,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,3,1,"",62
"825","o34xe05xsd3tzG89nTgfirO8aCE4","M",456,"2021/1/8 12:14","2021/1/8 12:40",1613,2,26.2,36.5,5,2,NA,2,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2.5,1,1,2,1,1,1,1,2,3,2,2,2,1,2,2,2,1,1,3,3,5,"",2,3,3,1,2,1,"中国","陕西省","西安市","B.女",52,"B.高中/中专/技校",58,62,1992,"2021/2/7 13:09","2021/2/7 13:45",2180,"中国","陕西省","",3,26.4,29.4,5,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1,1,2,2,1,2,1,1,3,2,2,3,2,2,3,1,1,1,3,3,9,"",38
"826","o34xe05Y_GuAnC3eObCLMeablWrg","C",397,"2021/1/7 19:43","2021/1/7 19:49",381,3,200,200,300,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,15,1,1,3,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,9,"",1,1,1,1,1,2,"中国","山东省","潍坊市","A.男",30,"D.大学本科",62,54,62,"2021/2/5 17:08","2021/2/5 17:11",153,"中国","山东省","潍坊市",2,20,30,100,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,3,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,3,"",62
"828","o34xe05Ygza25XQB-dKwVCNgLX2M","C",274,"2021/1/7 17:53","2021/1/7 17:55",138,3,10,10,20,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1.5,2,1,2,2,2,2,1,3,2,2,2,2,2,2,2,1,1,1,2,2,5,"",2,2,2,2,2,2,"中国","广东省","深圳市","A.男",25,"D.大学本科",62,62,153,"2021/2/5 17:10","2021/2/5 17:12",136,"中国","广东省","深圳市",3,30,30,50,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,12,2,4,2,2,2,3,1,3,1,2,3,3,2,2,2,2,2,1,2,3,9,"",30
"829","o34xe05YS4LqDcNqGHT8GB2rUywo","C",23,"2021/1/7 17:17","2021/1/7 17:20",182,3,1440,1440,0,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,9,"",1,1,1,1,1,1,"中国","广东省","","B.女",27,"B.高中/中专/技校",2,2,142,"2021/2/5 17:09","2021/2/5 17:12",137,"中国","广东省","",2,100,100,1000,3,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,"",58
"830","o34xe05yzUs8_WmQGjS3rHRZ_c8M","C",271,"2021/1/7 17:47","2021/1/7 17:54",435,1,1000,1200,500,1,2,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,12,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,9,"",2,2,2,2,2,2,"中国","上海市","上海市","B.女",27,"D.大学本科",10,2,1910,"2021/2/7 12:16","2021/2/7 12:20",264,"中国","上海市","上海市",3,1000,1000,100,1,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,12,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,5,9,"",6
"832","o34xe05ZXbQojNIlIjFczTlPO4RI","M",405,"2021/1/7 20:53","2021/1/7 20:55",157,1,37,21,128,3,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,0.2,4,1,3,1,1,2,2,1,1,2,3,2,2,3,2,4,1,1,2,3,5,"",1,3,4,1,4,1,"中国","山东省","泰安市","B.女",57,"B.高中/中专/技校",14,6,1591,"2021/2/5 20:48","2021/2/5 20:51",165,"中国","山东省","泰安市",2,1000,1000,300,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,10,1,2,2,2,1,1,1,1,1,2,3,3,2,3,3,1,2,1,2,4,3,"",26
"834","o34xe06_PldahlgjPhj4RqiHheAI","C",238,"2021/1/7 17:36","2021/1/7 17:41",309,2,0.24,0.24,5,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,1,1,2,1,1,4,2,2,1,2,3,3,2,2,3,2,2,1,2,4,9,"",2,2,2,2,2,2,"中国","山西省","","A.男",33,"D.大学本科",54,62,1819,"2021/2/7 9:01","2021/2/7 9:04",204,"中国","山西省","",2,10,15,5,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,1,1,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,1,4,5,1,"",50
"835","o34xe06-BjR4TCMDcR_NP4wuUF90","C",422,"2021/1/7 21:46","2021/1/7 21:50",212,3,840,840,200,2,NA,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,50,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,"",1,1,1,1,1,1,"中国","黑龙江省","","B.女",56,"D.大学本科",2,2,1292,"2021/2/5 18:26","2021/2/5 18:29",139,"中国","黑龙江省","",3,500,480,200,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,"",2
"837","o34xe06-Rlxmvpy1whzTVLuHkAqM","C",73,"2021/1/7 17:19","2021/1/7 17:23",243,1,30,10,20,1,3,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,3,1,2,3,1,2,2,1,1,2,1,3,2,2,2,3,1,3,2,2,4,3,"",2,2,1,2,2,1,"中国","辽宁省","沈阳市","A.男",33,"D.大学本科",10,10,1319,"2021/2/5 18:33","2021/2/5 18:35",106,"中国","辽宁省","大连市",1,15,30,20,2,NA,3,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,10,1,3,3,3,3,3,3,3,2,3,2,3,3,3,2,2,2,2,2,4,9,"",46
"838","o34xe060_OGP-2NacDCYYU7COjcM","E",400,"2021/1/7 19:50","2021/1/7 20:01",665,2,1,1.2,60,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,1,1,1,2,1,3,2,2,2,1,3,4,2,3,1,3,5,9,"",2,4,2,1,3,1,"中国","浙江省","","B.女",45,"A.初中及以下",62,62,1333,"2021/2/5 18:31","2021/2/5 18:39",439,"中国","浙江省","",2,60,80,20,2,NA,5,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,1,1,2,2,2,3,1,2,2,2,2,4,1,3,1,4,4,2,"",58
