"","iid","tr","ID_tr","begin","end","duration","belief_cost","kwh_led","kwh_cfl","yuan","belief_carbon","relative_1","relative_2","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","r2_q1","r2_q2","r2_q3","r2_q4","r2_q5","r2_q6","r2_q7","r2_q8","r2_q9","r2_q10","r2_q11","r2_q12","r2_q13","r2_q14","r2_q15","income","home","own_bulb","w_price","w_life","w_energy","w_carbon","w_light","w_hg","cc_belief","cc_support_1","cc_support_2","cc_support_3","cc_support_4","cc_support_5","cc_support_6","cc_action_1","cc_action_2","cc_action_3","cc_action_4","ideal","purpose","purpose_other","self_monitor_1","self_monitor_2","self_monitor_3","self_monitor_4","self_monitor_5","self_monitor_6","country","prov","city","gender","age","degree","switch_1","switch_2"
"878","o34xe057yJ0dvG22G4Qh_xOxgwsQ","E",153,"2021/1/7 17:25","2021/1/7 17:29",217,2,100,150,200,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,"",1,1,1,1,1,1,"中国","河北省","石家庄市","A.男",35,"C.大学专科",62,62
"879","o34xe058-D4XrM8jH_L-6EsWKPDg","M",394,"2021/1/7 20:23","2021/1/7 20:26",166,1,2,1,15,1,4,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,12,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,7,"",1,1,2,1,2,1,"中国","江西省","","B.女",33,"D.大学本科",58,34
"880","o34xe0585Mdx-cFTIPwZ_U1nID0o","M",308,"2021/1/7 17:47","2021/1/7 18:13",1575,2,30,40,6,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,15,2,1,1,1,2,2,2,2,2,1,1,3,2,3,2,1,2,1,3,3,3,"",2,2,2,2,2,3,"中国","四川省","","A.男",32,"D.大学本科",38,38
"881","o34xe0586liBMoUgy0ir_Quo1D4A","C",197,"2021/1/7 17:29","2021/1/7 17:34",322,3,200,200,0,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,3,3,9,"",2,3,3,2,2,1,"中国","湖南省","","B.女",30,"B.高中/中专/技校",62,62
"883","o34xe05anRa9AilKHxJdHZ-7Pm3Y","M",423,"2021/1/7 22:16","2021/1/7 22:19",174,3,100,90,150,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,5,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,"",1,1,1,1,1,1,"中国","山西省","","B.女",46,"A.初中及以下",2,2
"884","o34xe05az4NkuBvuQ7bkfoOx6PDs","C",34,"2021/1/7 17:18","2021/1/7 17:21",125,3,50,50,50,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,11,"",1,1,1,1,1,1,"中国","北京市","北京市","B.女",23,"D.大学本科",2,2
"890","o34xe05cJg-oJ50_mmGlUZ3m5Y1U","M",279,"2021/1/7 17:51","2021/1/7 17:59",440,2,30,50,13,3,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,3,2,"",1,3,2,2,2,2,"中国","山东省","德州市","A.男",38,"D.大学本科",58,62
"891","o34xe05cXwdMW0cORMMWyYsGUk6g","M",37,"2021/1/7 17:15","2021/1/7 17:20",285,3,240,240,500,2,NA,6,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0.3,1,1,1,1,1,3,1,3,1,2,2,2,1,3,2,1,1,1,2,3,2,"",2,3,2,2,1,2,"中国","河南省","濮阳市","B.女",57,"D.大学本科",50,50
"892","o34xe05cyu66WIrwm55m1F3BRnDQ","M",216,"2021/1/7 17:39","2021/1/7 17:40",62,2,300,280,3000,1,4,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,8,"",1,1,1,1,1,2,"中国","江苏省","苏州市","B.女",28,"D.大学本科",62,62
"893","o34xe05D-Bq_dFtzZugf5j1nSxeM","C",323,"2021/1/7 18:13","2021/1/7 18:15",108,2,50,30,43,1,1,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,20,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,7,7,"",1,2,1,1,2,1,"中国","湖南省","长沙市","A.男",59,"D.大学本科",10,18
"894","o34xe05d10M5avgh_Sdbm39NOVSQ","C",146,"2021/1/7 17:22","2021/1/7 17:28",327,3,87.6,87.6,0,1,2,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,3,4,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,7,"",2,2,2,2,2,2,"中国","河北省","保定市","A.男",22,"D.大学本科",34,34
"895","o34xe05dACAwFZmM4fwbQF1lzCbA","M",338,"2021/1/7 18:31","2021/1/7 18:36",274,2,20,60,40,2,NA,5,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,10,1,1,3,2,3,3,2,2,2,2,1,2,2,3,3,1,1,2,3,4,8,"",2,2,2,2,2,2,"中国","四川省","成都市","A.男",33,"D.大学本科",38,38
"896","o34xe05DPdl5R914L7Am1baoJWv0","M",311,"2021/1/7 18:09","2021/1/7 18:16",418,1,35,65,53,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,1,1,3,1,2,3,2,1,3,2,1,4,3,3,3,3,5,11,"想加税",2,3,3,3,2,3,"中国","广西壮族自治区","桂林市","B.女",38,"B.高中/中专/技校",62,62
"897","o34xe05eXFfdu7TXcwXUEtA_XM0M","M",383,"2021/1/7 19:40","2021/1/7 19:51",680,2,876,876,876,2,NA,6,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,1,1,2,1,1,1,2,1,1,2,3,4,1,1,2,4,7,8,"",1,3,1,1,2,1,"中国","山西省","","B.女",39,"E.硕士及以上",62,62
"898","o34xe05F_BvmQ1FKqXtDR1LAFids","C",324,"2021/1/7 18:07","2021/1/7 18:15",460,3,200,220,300,2,NA,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,1,2,1,1,1,1,1,2,2,2,3,2,3,3,1,1,1,2,2,5,"",2,2,1,2,1,2,"中国","广东省","","B.女",27,"A.初中及以下",38,38
"900","o34xe05f3j02tB0mcLm_D2Xvg9Z8","E",414,"2021/1/7 20:39","2021/1/7 20:52",784,2,80,90,6,2,NA,9,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,1,2,2,1,2,3,2,1,1,1,2,2,2,2,2,1,1,1,2,4,8,"",2,3,2,2,2,2,"中国","上海市","上海市","B.女",70,"A.初中及以下",50,50
"901","o34xe05FCqDXLQ4Uio5KnEGn3xoQ","C",198,"2021/1/7 17:26","2021/1/7 17:34",478,1,21.6,36,100,1,3,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,10,3,4,1,2,1,1,2,1,1,1,2,1,1,2,3,2,2,1,2,6,9,"",1,2,2,2,1,2,"中国","浙江省","杭州市","B.女",31,"C.大学专科",2,6
"902","o34xe05g7FGOVj2OexbBjJCWtPuA","C",402,"2021/1/7 19:58","2021/1/7 20:06",451,2,100,120,20,2,NA,2,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,1,4,2,2,2,2,2,2,2,2,3,3,2,3,3,2,3,2,3,4,5,"",2,3,3,2,2,2,"中国","河南省","安阳市","B.女",27,"D.大学本科",50,50
"903","o34xe05GtHkYBSPgx6KrNqd0XUhg","C",60,"2021/1/7 17:18","2021/1/7 17:22",221,2,100,200,50,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,"",1,1,1,1,1,2,"日本","","","B.女",24,"E.硕士及以上",34,2
"904","o34xe05h9CHkdQUpz3zzi2vO4D9s","E",16,"2021/1/7 17:17","2021/1/7 17:20",182,3,30,40,400,2,NA,3,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,4,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,4,4,3,"",3,2,2,3,3,2,"中国","北京市","北京市",NA,NA,NA,38,42
"905","o34xe05hGu4UAzItcfnv2AIfK-x4","C",40,"2021/1/7 17:16","2021/1/7 17:21",286,2,10,100,90,1,1,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,9,"",1,1,1,1,1,1,"中国","河北省","邯郸市","A.男",35,"B.高中/中专/技校",62,62
"906","o34xe05HJLnHkCDs-zxMzqYxOo6Y","C",54,"2021/1/7 17:17","2021/1/7 17:22",304,2,30,80,300,2,NA,6,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,8,"",1,4,1,1,1,1,"中国","河南省","安阳市","B.女",45,"B.高中/中专/技校",62,62
"907","o34xe05HmkDQyOlWZOq2yNTXNr-M","E",124,"2021/1/7 17:17","2021/1/7 17:26",526,2,50,100,25,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,1,1,2,2,1,2,3,1,2,2,2,2,2,3,3,1,2,1,2,4,11,"对全球变暖的问题提高认知",3,2,2,2,2,2,"中国","河北省","衡水市","B.女",44,"D.大学本科",34,50
"908","o34xe05hPUkXneZsoupSww0r6hkE","M",412,"2021/1/7 21:28","2021/1/7 21:33",316,1,240,300,500,1,5,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,5,1,1,2,1,2,1,1,1,1,1,3,2,2,1,1,1,1,1,1,5,4,"",1,2,1,1,2,1,"中国","广东省","","B.女",24,"D.大学本科",42,22
"909","o34xe05I7Lh4Es1n-ebsinrptC8Y","M",276,"2021/1/7 17:52","2021/1/7 17:58",338,3,40,50,50,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,5,1,1,3,2,1,1,3,1,1,1,2,2,1,1,1,1,1,1,1,4,5,"",3,3,3,1,1,1,"中国","陕西省","西安市","A.男",30,"B.高中/中专/技校",2,2
"910","o34xe05IaiH7_PJjIZerQ4GO9vhE","M",366,"2021/1/7 19:09","2021/1/7 19:26",1044,2,100,500,200,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,2,2,3,2,2,3,2,2,1,1,2,2,2,1,3,1,2,2,4,3,2,"",2,2,4,2,3,2,"中国","福建省","福州市","B.女",42,"D.大学本科",62,62
"912","o34xe05iQ6hKDsNbHgFk_5iRNeME","C",301,"2021/1/7 17:16","2021/1/7 18:04",2902,2,8.76,87.6,40,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,15,2,1,3,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,3,3,1,"",2,2,2,2,1,1,"中国","广东省","","A.男",30,"C.大学专科",62,58
"913","o34xe05iv1UlSXzy1uvBMz9s65kg","M",16,"2021/1/7 17:16","2021/1/7 17:18",126,3,1,1,1,3,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,9,"",2,2,2,2,2,2,"中国","福建省","","A.男",52,"D.大学本科",10,30
"914","o34xe05j3kO1JEzET78DRfBWKcBc","E",376,"2021/1/7 17:40","2021/1/7 19:06",5192,2,300,400,600,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,20,1,1,2,2,2,3,2,1,2,2,2,2,3,4,4,2,2,2,4,4,1,"",3,3,3,2,3,2,"中国","陕西省","西安市","A.男",35,"D.大学本科",62,38
"916","o34xe05L3munshQiFRbSQ5gM7768","M",154,"2021/1/7 17:18","2021/1/7 17:30",754,2,10000,2000,1e+05,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,3,2,2,1,2,2,1,1,1,2,2,3,2,2,4,1,1,1,3,4,8,"",2,3,3,2,3,3,"中国","河北省","唐山市","B.女",23,"C.大学专科",62,62
"917","o34xe05L4tJOpKYmr2_AmqXzio04","E",68,"2021/1/7 17:18","2021/1/7 17:23",307,1,300,280,10,1,2,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,6,1,2,2,2,2,3,1,2,1,1,2,2,2,1,3,1,1,2,2,3,7,"",2,3,3,1,1,1,"中国","河南省","","B.女",37,"A.初中及以下",30,30
"918","o34xe05LMQwn96khrB8vP-Psn6U4","M",454,"2021/1/8 11:52","2021/1/8 12:19",1651,2,7.3,21.9,48.18,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,2,4,3,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,4,3,"",2,2,2,2,2,2,"中国","上海市","上海市","B.女",37,"B.高中/中专/技校",62,62
"919","o34xe05lNx6TcysqLJ48tHKR7qmI","M",222,"2021/1/7 17:17","2021/1/7 17:41",1418,2,10,20,55,2,NA,3,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,18,1,1,2,2,2,3,1,2,2,2,2,2,2,3,3,2,2,3,2,6,9,"",2,3,2,2,2,2,"中国","北京市","北京市","A.男",49,"D.大学本科",26,26
"920","o34xe05lZKTQOlMJ-3b4Mvxepgw4","E",201,"2021/1/7 17:22","2021/1/7 17:35",804,2,0.24,100,80,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,1,1,3,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,2,4,11,"",1,2,2,2,1,1,"中国","北京市","北京市","B.女",53,"B.高中/中专/技校",62,62
"921","o34xe05M5rwa-Bct8UIi0Ywmbuzg","E",327,"2021/1/7 17:57","2021/1/7 18:18",1280,3,350,100,100,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,4,3,"",1,2,3,2,2,2,"中国","上海市","上海市","B.女",53,"D.大学本科",62,62
"922","o34xe05miCXQ6A8Rj8whnd5fAT7M","E",152,"2021/1/7 17:27","2021/1/7 17:29",104,2,50,50,1,2,NA,6,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,0.5,1,1,1,1,1,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,8,"",2,2,2,2,2,2,"中国","吉林省","","A.男",32,"E.硕士及以上",50,26
"923","o34xe05mWd3JEMhg3EmrsY0Oc9e0","C",52,"2021/1/7 17:16","2021/1/7 17:22",308,1,300,100,200,1,1,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,2,2,2,2,3,3,1,2,2,2,2,3,3,3,2,3,2,3,4,9,"",2,3,2,2,3,3,"中国","安徽省","合肥市","A.男",39,"D.大学本科",2,2
"926","o34xe05NDnrsrwM3h9scmMeo_7YE","E",343,"2021/1/7 17:17","2021/1/7 18:28",4231,3,200,150,200,2,NA,3,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,4,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,1,2,2,5,5,"",2,2,2,2,2,2,"中国","江西省","","A.男",54,"A.初中及以下",18,2
"928","o34xe05nrDpJY301zIdvq4YEP2TU","E",418,"2021/1/7 20:55","2021/1/7 21:00",319,2,70000,70000,35000,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,3,3,9,"",2,2,2,2,2,2,"中国","黑龙江省","","B.女",42,"D.大学本科",62,62
"929","o34xe05Ny5BWzN_D-xDWqElxNyaQ","M",282,"2021/1/7 17:55","2021/1/7 17:59",295,2,10,20,10,2,NA,4,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,12,2,1,2,2,2,3,3,3,2,2,2,2,1,2,3,2,3,3,3,4,8,"",2,2,2,3,3,3,"中国","内蒙古自治区","包头市","A.男",40,"B.高中/中专/技校",54,58
"931","o34xe05O3_gxQ5du6FlIQiYdyxoE","E",445,"2021/1/8 2:04","2021/1/8 2:17",752,2,1500,3000,1500,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,2,1,1,2,2,2,3,2,2,4,1,1,1,1,5,11,"",2,2,2,2,1,1,"中国","广东省","江门市","A.男",34,"B.高中/中专/技校",62,62
"932","o34xe05pIVixc9zt7tMYzjVbBZ50","E",64,"2021/1/7 17:17","2021/1/7 17:23",368,3,50,60,120,2,NA,2,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,6,11,"测试人们对于灯泡的碳排放量及人们使用的东西碳排放量对于全球变暖的影响",1,1,2,3,2,4,"中国","四川省","宜宾市","B.女",41,"C.大学专科",58,62
"934","o34xe05qQnrtJeLE35hj1nrvbXo4","M",199,"2021/1/7 17:30","2021/1/7 17:37",468,1,91,91,0,1,7,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,2,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,4,9,"",2,3,3,2,2,2,"中国","河北省","石家庄市",NA,NA,NA,62,62
"935","o34xe05QrUmFrekCMDAzHl2qw2QQ","E",52,"2021/1/7 17:17","2021/1/7 17:22",336,2,60,85,50,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,1,2,2,1,1,3,2,2,2,2,2,4,2,3,1,1,4,1,"",2,2,3,2,2,2,"中国","湖北省","武汉市","A.男",22,"D.大学本科",62,62
"936","o34xe05QzFH4KznxaiceueYBLUM0","M",329,"2021/1/7 17:33","2021/1/7 18:30",3408,2,20,25,5,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,1,1,3,2,2,2,1,1,1,1,1,1,1,3,3,2,2,2,3,6,2,"",3,3,2,3,2,2,"中国","辽宁省","","B.女",41,"D.大学本科",50,62
"937","o34xe05QZPR07Ha8WoAtO6ouQohg","C",175,"2021/1/7 17:26","2021/1/7 17:30",275,1,20,15,30,1,3,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,2,1,1,3,1,1,2,1,2,1,1,1,2,1,4,9,"",1,2,1,1,2,1,"中国","上海市","上海市","B.女",32,"C.大学专科",62,62
"938","o34xe05Rd5rS25THzDzdjXqarVuM","C",284,"2021/1/7 17:53","2021/1/7 17:58",357,1,250,225,25,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,0,4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,3,6,8,"",2,3,2,2,2,2,"中国","广东省","广州市",NA,NA,NA,26,26
"939","o34xe05rGIQ2oVtMAZYR72PYsFGA","E",48,"2021/1/7 17:18","2021/1/7 17:22",271,2,24,20,22,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,3,4,4,"",1,3,2,2,1,1,"中国","广西壮族自治区","桂林市","A.男",45,"C.大学专科",2,62
"940","o34xe05rhXymVVqFhPr8s11es4c8","C",411,"2021/1/7 20:42","2021/1/7 20:44",128,2,50,600,100,2,NA,2,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,8,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,9,"",2,2,2,2,2,2,"中国","广东省","","B.女",31,"E.硕士及以上",30,42
"941","o34xe05RQm1-mKZRbN8cQkuOpqIY","M",229,"2021/1/7 17:35","2021/1/7 17:42",446,2,200,200,10,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,2,1,2,2,2,2,3,2,2,2,2,3,1,1,1,2,4,8,"",2,2,2,2,2,2,"中国","浙江省","","B.女",32,"D.大学本科",62,62
"942","o34xe05RRO10mc5Klncmlio00FYk","E",317,"2021/1/7 18:01","2021/1/7 18:12",659,2,60,70,20,2,NA,9,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,2,2,1,1,1,1,2,3,1,1,1,1,1,1,2,4,9,"",2,3,2,2,2,2,"中国","内蒙古自治区","","A.男",30,"C.大学专科",58,58
"944","o34xe05smdi0pi1BTHHBSmm25Ooc","C",38,"2021/1/7 17:17","2021/1/7 17:21",237,2,300,600,180,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,30,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,7,1,"",1,1,1,1,1,1,"中国","江西省","","A.男",32,"C.大学专科",62,62
"945","o34xe05sVuDqQGziEpj-gdsXwKAw","C",315,"2021/1/7 18:03","2021/1/7 18:09",373,2,6,6,3,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,8,"",2,3,2,2,2,1,"中国","安徽省","","A.男",28,"D.大学本科",62,62
"946","o34xe05SZLt_lGSAxlJZAoNnylz8","E",380,"2021/1/7 19:06","2021/1/7 19:11",321,2,100,200,200,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.001,4,4,2,1,1,2,2,1,3,2,3,4,3,3,4,2,4,1,4,6,10,"",3,3,3,3,3,3,"中国","新疆维吾尔自治区","",NA,NA,NA,62,62
"947","o34xe05t9yvzF7eFgO1f7KIko4yc","C",282,"2021/1/7 17:51","2021/1/7 17:58",420,1,50,75,56,2,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,50,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,3,1,3,4,11,"了解人们在购买使用灯泡时是否有节能环保的意识",1,3,2,2,1,3,"中国","辽宁省","辽阳市","A.男",30,"E.硕士及以上",2,2
